service_family,sub_service,platform_count,platforms,raw_label_count,row_count
Cleaning Services,General Cleaning,5,Airtasker | Bark | Checkatrade | Rated People | Yell,97,119
Removals & Moving,General Removals,5,Airtasker | Bark | Booksy | Checkatrade | Rated People,78,80
Painting & Decorating,General Painting & Decorating,5,Airtasker | Bark | Checkatrade | Rated People | Yell,70,71
Roofing Services,General Roofing,5,Airtasker | Bark | Checkatrade | Rated People | Yell,68,75
Building & Construction,General Building,5,Airtasker | Bark | Checkatrade | Rated People | Yell,28,31
Plumbing Services,General Plumbing,5,Airtasker | Bark | Checkatrade | Rated People | Yell,18,22
Gardening & Landscaping,General Gardening,5,Airtasker | Bark | Checkatrade | Rated People | Yell,7,9
Cleaning Services,Domestic Cleaning,5,Airtasker | Bark | Checkatrade | Rated People | Yell,5,6
Electrical Services,General Electrical Services,5,Airtasker | Bark | Checkatrade | Rated People | Yell,5,10
Hair & Barber Services,Hairdressing,5,Airtasker | Booksy | Fresha | Treatwell | Yell,5,9
Fencing & Gates,General Fencing,4,Airtasker | Checkatrade | Rated People | Yell,23,25
Carpentry & Joinery,General Carpentry & Joinery,4,Airtasker | Checkatrade | Rated People | Yell,18,18
Pool & Hot Tub Services,Swimming Pool Services,4,Airtasker | Bark | Checkatrade | Rated People,10,11
Gardening & Landscaping,Landscaping,4,Airtasker | Bark | Checkatrade | Rated People,7,10
"Architecture, Surveying & Planning",Architectural Services,4,Airtasker | Bark | Checkatrade | Yell,5,6
"Handyman, Assembly & Mounting",General Handyman,4,Airtasker | Checkatrade | Rated People | Yell,5,6
Nail Services,General Nail Services,4,Airtasker | Booksy | Fresha | Treatwell,3,4
Flooring,General Flooring,3,Airtasker | Checkatrade | Rated People,25,32
Roofing Services,Roof Repair,3,Airtasker | Bark | Checkatrade,23,24
Blinds & Shutters,General Blinds & Shutters,3,Airtasker | Checkatrade | Rated People,19,19
Chimney Services,General Chimney Services,3,Airtasker | Checkatrade | Rated People,16,16
Heating & Boiler Services,General Heating Services,3,Airtasker | Checkatrade | Rated People,16,17
Roofing Services,Roof Installation,3,Airtasker | Checkatrade | Rated People,16,16
Therapy & Counselling,Therapy,3,Airtasker | Bark | Fresha,15,15
Insulation Services,General Insulation,3,Airtasker | Checkatrade | Rated People,14,16
Plastering & Rendering,Rendering,3,Airtasker | Checkatrade | Rated People,14,14
Heating & Boiler Services,Boiler Servicing,3,Airtasker | Checkatrade | Rated People,13,13
Tiling,General Tiling,3,Airtasker | Checkatrade | Rated People,12,15
Heating & Boiler Services,Boiler Installation,3,Airtasker | Checkatrade | Rated People,10,10
Carpentry & Joinery,Staircase Services,3,Airtasker | Checkatrade | Rated People,9,10
Driveways & Paving,Paving,3,Airtasker | Checkatrade | Rated People,9,9
Events & Creative,Catering,3,Airtasker | Bark | Checkatrade,9,10
Heating & Boiler Services,Boiler Repair,3,Airtasker | Checkatrade | Rated People,8,9
Roofing Services,Fascia & Soffit Services,3,Airtasker | Checkatrade | Rated People,8,8
Conservatory Services,General Conservatory Services,3,Airtasker | Checkatrade | Rated People,7,8
Vehicle Services,MOT Testing,3,Airtasker | Checkatrade | Yell,7,7
Windows & Glazing,Double Glazing,3,Airtasker | Checkatrade | Rated People,6,7
Gardening & Landscaping,Lawn Mowing,3,Airtasker | Checkatrade | Rated People,5,5
Locksmith Services,General Locksmith,3,Airtasker | Checkatrade | Rated People,5,7
Stone & Masonry Services,Stonemasonry,3,Airtasker | Checkatrade | Rated People,5,5
Tattoo & Piercing,Piercing Services,3,Airtasker | Booksy | Fresha,5,5
Vehicle Services,Tyre Services,3,Airtasker | Checkatrade | Yell,5,5
"Water Treatment, Tanks & Pumps",Water Tank Services,3,Airtasker | Checkatrade | Rated People,5,5
Air Conditioning & Ventilation,General Air Conditioning,3,Bark | Checkatrade | Rated People,4,4
Building & Construction,Bricklaying,3,Airtasker | Checkatrade | Rated People,4,6
Building & Construction,Demolition,3,Airtasker | Checkatrade | Rated People,4,6
Building & Construction,Loft Conversion,3,Airtasker | Checkatrade | Rated People,4,6
Conservatory Services,Conservatory Installation,3,Airtasker | Checkatrade | Rated People,4,4
Gardening & Landscaping,Tree Surgery,3,Airtasker | Checkatrade | Rated People,4,5
IT Support & Device Services,General IT Support,3,Airtasker | Bark | Checkatrade,4,4
Pet Services,Pet Grooming,3,Airtasker | Fresha | Yell,4,5
Vehicle Services,Car Valeting,3,Airtasker | Checkatrade | Yell,4,4
Accounting & Finance Services,Accounting,3,Airtasker | Bark | Yell,3,4
Building & Construction,Garage Conversion,3,Airtasker | Checkatrade | Rated People,3,4
Building & Construction,Home Extensions,3,Airtasker | Checkatrade | Rated People,3,3
Concrete & Aggregate Services,Concrete Driveways,3,Airtasker | Checkatrade | Rated People,3,4
Doors & Door Services,Garage Door Installation,3,Airtasker | Checkatrade | Rated People,3,4
"Doors, Windows & Glazing",Windows & Doors,3,Airtasker | Checkatrade | Rated People,3,3
Electrical Services,Electrical Inspection & EICR,3,Airtasker | Checkatrade | Rated People,3,3
Massage Services,General Massage,3,Booksy | Fresha | Yell,3,3
Smart Home & Automation,Home Cinema Installation,3,Airtasker | Bark | Checkatrade,3,3
Vehicle Services,Car Body Repair,3,Airtasker | Checkatrade | Yell,3,3
Cleaning Services,Commercial Cleaning,3,Airtasker | Bark | Checkatrade,2,3
"Furniture, Carpentry & Woodwork",Bespoke Furniture,3,Airtasker | Checkatrade | Rated People,2,4
Insulation Services,Cavity Wall Insulation,3,Airtasker | Checkatrade | Rated People,2,4
Removals & Moving,House Removals,3,Airtasker | Checkatrade | Rated People,2,3
Renewable Energy Services,Solar Panel Installation,3,Airtasker | Checkatrade | Rated People,2,4
Waste Services,Skip Hire,3,Airtasker | Checkatrade | Yell,2,4
Cladding & Exterior Finishes,Cladding,3,Airtasker | Checkatrade | Rated People,1,3
Fire & Safety Systems,Fire Alarm Installation,3,Airtasker | Checkatrade | Rated People,1,3
Flooring & Tiling Services,Screeding,3,Airtasker | Checkatrade | Rated People,1,3
Gardening & Landscaping,Garden Clearance,3,Airtasker | Checkatrade | Rated People,1,3
Hair & Barber Services,Barber Services,3,Airtasker | Booksy | Fresha,1,3
"Locksmith, Keys & Safes",Locksmith Services,3,Checkatrade | Rated People | Yell,1,3
Tree & Grounds Services,Tree Felling,3,Airtasker | Checkatrade | Rated People,1,3
Waste Services,House Clearance,3,Airtasker | Checkatrade | Rated People,1,3
Tutoring & Lessons,General Tutoring & Lessons,2,Airtasker | Bark,110,110
Vehicle Services,Vehicle Servicing,2,Airtasker | Checkatrade,29,29
Doors & Door Services,Door Installation,2,Airtasker | Checkatrade,21,21
"Food, Baking & Personal Chef Services",Takeaway Food Services,2,Airtasker | Yell,18,18
Photography,General Photography,2,Airtasker | Bark,17,17
Doors & Door Services,Door Repair,2,Airtasker | Checkatrade,15,15
Windows & Glazing,Window Repair,2,Airtasker | Checkatrade,15,16
Ceiling & Interior Finishes,General Ceiling Services,2,Airtasker | Checkatrade,13,13
Waste Services,General Clearance,2,Airtasker | Checkatrade,13,13
Windows & Glazing,Window Installation,2,Airtasker | Checkatrade,11,11
Plastering & Rendering,Plastering,2,Airtasker | Checkatrade,9,10
Roofing Services,Roof Replacement,2,Airtasker | Checkatrade,9,9
Carpentry & Joinery,Cabinet Making & Installation,2,Airtasker | Checkatrade,8,8
Conservatory Services,Conservatory Roofing,2,Airtasker | Checkatrade,8,9
Furniture Services,Furniture Assembly,2,Airtasker | Rated People,8,8
Furniture Services,Furniture Repair,2,Airtasker | Checkatrade,8,8
IT Support & Device Services,WiFi & Broadband Support,2,Airtasker | Checkatrade,7,7
Pool & Hot Tub Services,Hot Tub Services,2,Airtasker | Checkatrade,7,7
Plumbing Services,Leak Detection,2,Airtasker | Checkatrade,6,6
Plumbing Services,Pipe Repair,2,Airtasker | Checkatrade,6,6
"TV, Aerial & Audio Visual Services",TV Repair,2,Airtasker | Checkatrade,6,6
Vehicle Services,Bicycle Repair,2,Airtasker | Checkatrade,6,6
Windows & Glazing,Glazing & Glass Repair,2,Airtasker | Checkatrade,6,6
Ceiling & Interior Finishes,Dry Lining,2,Checkatrade | Rated People,5,5
Flooring,Wood Flooring,2,Checkatrade | Rated People,5,5
Hair Removal,Waxing,2,Airtasker | Fresha,5,5
Pest Control Services,General Pest Control,2,Airtasker | Rated People,5,6
Renewable Energy Services,Heat Pump Services,2,Checkatrade | Rated People,5,5
Smart Home & Automation,Home Automation,2,Airtasker | Checkatrade,5,5
Tattoo & Piercing,Tattoo Services,2,Airtasker | Booksy,5,5
Ceiling & Interior Finishes,Suspended Ceilings,2,Checkatrade | Rated People,4,4
Chimney Services,Chimney Repair,2,Airtasker | Checkatrade,4,4
"Laundry, Housekeeping & Organisation",Laundry Services,2,Airtasker | Checkatrade,4,4
"Painting, Decorating & Wall Finishes",Coving,2,Checkatrade | Rated People,4,4
Vehicle Services,Alloy Wheel Repair,2,Airtasker | Checkatrade,4,4
Appliance Repair,Fridge Repair,2,Airtasker | Checkatrade,3,3
Appliance Repair,General Appliance Repair,2,Airtasker | Rated People,3,3
"Architecture, Surveying & Planning",Surveying,2,Airtasker | Checkatrade,3,3
Blinds & Shutters,Blind Installation,2,Airtasker | Rated People,3,3
Chimney Services,Chimney Sweeping,2,Airtasker | Checkatrade,3,4
"Curtains, Awnings & Window Dressings",Awnings & Canopies,2,Airtasker | Rated People,3,3
"Damp, Waterproofing & Restoration",Fire Damage Restoration,2,Airtasker | Checkatrade,3,3
Doors & Door Services,Garage Door Repair,2,Airtasker | Checkatrade,3,3
Flooring,Carpet Installation,2,Airtasker | Checkatrade,3,3
"Groundworks, Excavation & Plant Hire",Groundworks,2,Checkatrade | Rated People,3,3
IT Support & Device Services,Network Support,2,Airtasker | Checkatrade,3,3
Insulation Services,Roof Insulation,2,Checkatrade | Rated People,3,3
Insulation Services,Wall Insulation,2,Checkatrade | Rated People,3,3
Painting & Decorating,Wallpapering,2,Airtasker | Checkatrade,3,3
Renewable Energy Services,Air Source Heat Pump Installation,2,Airtasker | Checkatrade,3,3
Renewable Energy Services,Solar Energy Services,2,Airtasker | Checkatrade,3,4
Renewable Energy Services,Solar Panel Repair,2,Checkatrade | Rated People,3,3
Vehicle Services,General Vehicle Repair,2,Airtasker | Checkatrade,3,4
Vehicle Services,Scratch Repair,2,Airtasker | Checkatrade,3,3
"Water Treatment, Tanks & Pumps",Water Pump Services,2,Airtasker | Checkatrade,3,3
"Writing, Translation & Language Services",Translation,2,Airtasker | Bark,3,3
Air Conditioning & Ventilation,Air Conditioning Servicing,2,Airtasker | Checkatrade,2,2
"Architecture, Surveying & Planning",Party Wall Surveying,2,Airtasker | Checkatrade,2,2
"Architecture, Surveying & Planning",Structural Engineering,2,Bark | Checkatrade,2,3
Bathroom Services,Bathroom Installation,2,Bark | Rated People,2,2
Beauty & Skincare,Eyebrow Services,2,Airtasker | Fresha,2,2
Beauty & Wellness,Aesthetic Treatments,2,Booksy | Fresha,2,2
Beauty & Wellness,Tanning,2,Airtasker | Fresha,2,2
Blinds & Shutters,Shutter Installation,2,Airtasker | Rated People,2,2
Building & Construction,Basement Conversion,2,Airtasker | Checkatrade,2,2
Building & Construction,Brickwork Repair,2,Airtasker | Checkatrade,2,3
Building & Construction,Foundation Work,2,Checkatrade | Rated People,2,2
Carpentry & Joinery,Door Fitting,2,Airtasker | Checkatrade,2,2
Cladding & Exterior Finishes,uPVC Spraying,2,Airtasker | Checkatrade,2,2
Cleaning Services,Pressure Washing,2,Airtasker | Checkatrade,2,2
Cleaning Services,Wheelie Bin Cleaning,2,Checkatrade | Rated People,2,2
Concrete & Aggregate Services,Concrete Work,2,Airtasker | Checkatrade,2,3
Conservatory Services,Conservatory Repair,2,Airtasker | Checkatrade,2,3
"Curtains, Awnings & Window Dressings",Curtain Fitting,2,Airtasker | Checkatrade,2,2
"Curtains, Awnings & Window Dressings",Curtain Track & Pole Installation,2,Airtasker | Checkatrade,2,2
Delivery Services,Courier Services,2,Airtasker | Checkatrade,2,3
"Doors, Windows & Glazing",Window Fitting,2,Airtasker | Checkatrade,2,3
Electrical Services,Emergency Electrical,2,Checkatrade | Rated People,2,2
Electrical Services,Rewiring,2,Airtasker | Checkatrade,2,2
Events & Creative,DJ Services,2,Airtasker | Bark,2,3
Fencing & Gates,Fence Repair,2,Airtasker | Checkatrade,2,2
Fencing & Gates,Gate Repair,2,Airtasker | Checkatrade,2,2
Fire & Safety Systems,General Fire Safety,2,Bark | Checkatrade,2,2
Fitness & Sports Coaching,Personal Training,2,Airtasker | Bark,2,2
Flooring & Tiling Services,Carpet Fitting,2,Checkatrade | Rated People,2,2
"Furniture, Carpentry & Woodwork",Skirting Boards,2,Airtasker | Checkatrade,2,2
Gardening & Landscaping,Garden Maintenance,2,Checkatrade | Rated People,2,3
Gardening & Landscaping,Lawn Care,2,Airtasker | Checkatrade,2,3
Gardening & Landscaping,Pergola Installation,2,Airtasker | Checkatrade,2,2
Hair & Barber Services,Hair Braiding,2,Airtasker | Booksy,2,2
Health & Fitness,Physiotherapy,2,Airtasker | Fresha,2,2
"Health, Therapy & Wellness",Private Doctor,2,Airtasker | Bark,2,2
"Heating, Boiler & Gas Services",Underfloor Heating Installation,2,Airtasker | Checkatrade,2,3
IT Support & Device Services,Computer Repair,2,Airtasker | Checkatrade,2,2
Interior Design & Fit-Out,Interior Design,2,Airtasker | Checkatrade,2,3
Kitchen Services,Bespoke Kitchens,2,Checkatrade | Rated People,2,2
"Laundry, Housekeeping & Organisation",Ironing,2,Airtasker | Checkatrade,2,2
Locksmith Services,Emergency Locksmith,2,Airtasker | Checkatrade,2,2
"Loft, Attic & Storage Services",Attic Ladder Installation,2,Airtasker | Checkatrade,2,2
"Loft, Attic & Storage Services",Loft Ladder Installation,2,Airtasker | Checkatrade,2,2
Marketing & Creative Services,Graphic Design,2,Airtasker | Checkatrade,2,2
Metalwork & Fabrication,Metal Gates,2,Checkatrade | Rated People,2,2
Metalwork & Fabrication,Metalwork,2,Airtasker | Checkatrade,2,2
"Painting, Decorating & Wall Finishes",Drywall Repair,2,Airtasker | Checkatrade,2,2
"Painting, Decorating & Wall Finishes",Plastering,2,Airtasker | Checkatrade,2,3
Plastering & Rendering,Plaster Repair,2,Airtasker | Checkatrade,2,2
Plumbing Services,Plumbing Repair,2,Checkatrade | Rated People,2,2
Plumbing Services,Shower Repair,2,Airtasker | Checkatrade,2,2
Plumbing Services,Toilet Installation,2,Airtasker | Checkatrade,2,2
Pool & Hot Tub Services,Hot Tub Installation,2,Checkatrade | Rated People,2,2
Professional Services,Social Media Marketing,2,Airtasker | Bark,2,2
Professional Services,Web Design,2,Airtasker | Bark,2,2
"Property, Landlord & Estate Services",Property Maintenance,2,Airtasker | Checkatrade,2,2
"Removals, Delivery & Courier Services",Man & Van,2,Airtasker | Checkatrade,2,2
Roofing Services,Aluminium Guttering,2,Airtasker | Checkatrade,2,2
Scaffolding Services,Scaffolding,2,Checkatrade | Rated People,2,2
Security & Alarm Services,Fire Risk Assessment,2,Airtasker | Checkatrade,2,2
Security Systems,Access Control Systems,2,Checkatrade | Rated People,2,2
"Smart Home, Network & Cabling",Data & Network Cabling,2,Airtasker | Checkatrade,2,2
"Smart Home, Network & Cabling",Home Network Setup,2,Airtasker | Rated People,2,2
Stone & Masonry Services,Stone Cladding,2,Airtasker | Rated People,2,2
"TV, Aerial & Audio Visual Services",Satellite Installation,2,Checkatrade | Rated People,2,2
Telecoms & Telephone Services,Telephone Engineering,2,Airtasker | Checkatrade,2,2
Vehicle Graphics & Signage,Sign Writing,2,Airtasker | Checkatrade,2,2
Vehicle Graphics & Signage,Vehicle Wrapping,2,Airtasker | Checkatrade,2,2
Vehicle Services,Accident Repair,2,Airtasker | Checkatrade,2,2
Vehicle Services,Cambelt Replacement,2,Airtasker | Checkatrade,2,2
Vehicle Services,Car Detailing,2,Airtasker | Checkatrade,2,3
Vehicle Services,Dent Repair,2,Airtasker | Checkatrade,2,2
Vehicle Services,Gearbox Repair,2,Airtasker | Checkatrade,2,2
Vehicle Services,Mobile Mechanic,2,Airtasker | Checkatrade,2,3
Vehicle Services,Tyre Fitting,2,Airtasker | Checkatrade,2,4
Vehicle Services,Windscreen Repair,2,Airtasker | Checkatrade,2,2
"Writing, Translation & Language Services",Copywriting,2,Airtasker | Bark,2,2
Appliance Repair,Dishwasher Repair,2,Airtasker | Checkatrade,1,2
"Architecture, Surveying & Planning",Quantity Surveying,2,Airtasker | Checkatrade,1,2
Bathroom Services,Bath Resurfacing,2,Checkatrade | Rated People,1,2
Business & Administrative Services,Project Management,2,Airtasker | Checkatrade,1,2
Cladding & Exterior Finishes,Bathroom Cladding,2,Airtasker | Checkatrade,1,2
Concrete & Aggregate Services,Concrete Repair,2,Airtasker | Checkatrade,1,2
Concrete & Aggregate Services,Polished Concrete,2,Checkatrade | Rated People,1,2
"Damp, Waterproofing & Restoration",Dry Rot Treatment,2,Airtasker | Checkatrade,1,2
Decking Services,General Decking,2,Airtasker | Checkatrade,1,2
Driveways & Paving,Driveway Repair,2,Airtasker | Checkatrade,1,2
Events & Wedding Services,Entertainment,2,Airtasker | Bark,1,2
Fitness & Sports Coaching,Fitness,2,Airtasker | Fresha,1,2
Flooring & Tiling Services,Floor Sanding,2,Airtasker | Checkatrade,1,2
"Furniture, Carpentry & Woodwork",Upholstery Repair,2,Airtasker | Checkatrade,1,2
Gardening & Landscaping,Garden Design,2,Checkatrade | Rated People,1,2
Gardening & Landscaping,Lawn Aeration,2,Airtasker | Checkatrade,1,2
Gardening & Landscaping,Lawn Treatment,2,Airtasker | Checkatrade,1,2
Gardening & Landscaping,Stump Grinding,2,Checkatrade | Rated People,1,2
Gardening & Landscaping,Water Feature Services,2,Airtasker | Checkatrade,1,2
Hair & Barber Services,General Barbering,2,Airtasker | Yell,1,2
"Handyman, Assembly & Mounting",TV Wall Mounting,2,Airtasker | Checkatrade,1,2
Heating & Boiler Services,Radiator Repair,2,Airtasker | Checkatrade,1,2
"Heating, Boiler & Gas Services",Radiator Covers,2,Checkatrade | Rated People,1,2
Insulation Services,Loft Insulation,2,Airtasker | Checkatrade,1,2
Kitchen Services,Kitchen Designers,2,Airtasker | Checkatrade,1,2
"Laundry, Housekeeping & Organisation",Decluttering,2,Airtasker | Checkatrade,1,2
"Locksmith, Keys & Safes",Car Key Replacement,2,Airtasker | Checkatrade,1,2
"Locksmith, Keys & Safes",Key Cutting,2,Airtasker | Checkatrade,1,2
Metalwork & Fabrication,Mobile Welding,2,Airtasker | Checkatrade,1,2
Other Services / Unclassified,Storage,2,Checkatrade | Rated People,1,2
Other Services / Unclassified,Wallpapering,2,Airtasker | Checkatrade,1,2
Pest Control Services,Wasp Control,2,Airtasker | Checkatrade,1,2
Pet & Animal Services,Dog Boarding,2,Airtasker | Yell,1,2
Pet Services,Dog Walking,2,Airtasker | Bark,1,2
Pet Services,Pet Training,2,Airtasker | Bark,1,2
Roofing Services,Gutter Repair,2,Airtasker | Checkatrade,1,2
Roofing Services,Leadwork,2,Checkatrade | Rated People,1,2
Security & Alarm Services,CCTV Installation,2,Airtasker | Rated People,1,2
"TV, Aerial & Audio Visual Services",Aerial Installation,2,Checkatrade | Rated People,1,2
Tree & Grounds Services,Crown Reduction,2,Checkatrade | Rated People,1,2
Tree & Grounds Services,Crown Thinning,2,Checkatrade | Rated People,1,2
Tree & Grounds Services,Mulching,2,Airtasker | Checkatrade,1,2
Tree & Grounds Services,Tree Pruning,2,Airtasker | Checkatrade,1,2
Tree & Grounds Services,Tree Surgeons,2,Airtasker | Rated People,1,2
Vehicle Services,Mechanic,2,Airtasker | Checkatrade,1,2
Waste Services,Office Clearance,2,Airtasker | Checkatrade,1,2
Delivery Services,General Delivery,1,Airtasker,57,57
Therapy & Counselling,Counselling,1,Airtasker,10,10
Delivery Services,Food Delivery,1,Airtasker,9,9
Delivery Services,Gift Delivery,1,Airtasker,8,8
Chimney Services,Chimney Installation,1,Checkatrade,6,6
Conservatory Services,Conservatory Roof Repair,1,Checkatrade,6,6
"Furniture, Carpentry & Woodwork",Furniture Restoration,1,Checkatrade,5,5
Waste Services,Waste Collection,1,Airtasker,5,5
Ceiling & Interior Finishes,Ceiling Repair,1,Checkatrade,4,4
Delivery Services,Cake Delivery,1,Airtasker,4,4
Delivery Services,Grocery Delivery,1,Airtasker,4,4
Events & Wedding Services,Hospitality Staffing,1,Airtasker,4,4
"Food, Baking & Personal Chef Services",Meal Preparation,1,Airtasker,4,4
"Handyman, Assembly & Mounting",Wall Hanging & Mounting,1,Airtasker,4,4
Professional Services,Marketing Services,1,Airtasker,4,4
Specialist Repair Services,Sharpening Services,1,Airtasker,4,4
Vehicle Services,Tyre Repair,1,Airtasker,4,4
Asbestos & Hazardous Material Services,Asbestos Services,1,Checkatrade,3,3
Beauty & Skincare,Eyelash Services,1,Airtasker,3,3
Carpentry & Joinery,Fitted Wardrobes,1,Checkatrade,3,3
Delivery Services,Flower Delivery,1,Airtasker,3,3
Events & Wedding Services,Wedding Music,1,Airtasker,3,3
"Handyman, Assembly & Mounting",Trampoline Assembly,1,Airtasker,3,3
Heating & Boiler Services,Boiler Replacement,1,Checkatrade,3,3
Pet Services,Pet Sitting,1,Airtasker,3,3
Photography,Wedding Photography,1,Airtasker,3,3
Plumbing Services,Drain Repair,1,Checkatrade,3,3
Plumbing Services,Drain Unblocking,1,Checkatrade,3,3
Plumbing Services,Emergency Plumbing,1,Checkatrade,3,3
Accessibility & Mobility Services,Stairlift Services,1,Checkatrade,2,2
Air Conditioning & Ventilation,Air Conditioning Repair,1,Checkatrade,2,2
Appliance Repair,Oven Repair,1,Airtasker,2,2
Beauty & Personal Care,Beautician Services,1,Airtasker,2,2
Blinds & Shutters,Blind Repair,1,Airtasker,2,2
Building & Construction,Barn Conversion,1,Checkatrade,2,2
"Doors, Windows & Glazing",Garage Door Services,1,Checkatrade,2,2
Electrical Services,Fuse Box & Consumer Unit Services,1,Checkatrade,2,2
Electrical Services,Lighting Installation,1,Airtasker,2,2
Electronics Repair Services,Screen Repair,1,Airtasker,2,2
Events & Creative,Videography,1,Airtasker,2,2
"Fabric, Clothing & Specialist Repair",Zipper Repair,1,Airtasker,2,2
Flooring & Tiling Services,Tile Repair,1,Checkatrade,2,2
"Food, Baking & Personal Chef Services",Chef Services,1,Airtasker,2,2
"Food, Baking & Personal Chef Services",Custom Cakes,1,Airtasker,2,2
"Furniture, Carpentry & Woodwork",Wood Turning,1,Checkatrade,2,2
"Handyman, Assembly & Mounting",Play Equipment Assembly,1,Airtasker,2,2
Health & Fitness,Yoga,1,Airtasker,2,2
IT Support & Device Services,Apple / Mac Support,1,Airtasker,2,2
IT Support & Device Services,IT Consultancy,1,Checkatrade,2,2
IT Support & Device Services,MacBook Repair,1,Airtasker,2,2
IT Support & Device Services,iPhone Support & Repair,1,Airtasker,2,2
"Locksmith, Keys & Safes",Safe Services,1,Checkatrade,2,2
"Loft, Attic & Storage Services",Attic Hatch,1,Checkatrade,2,2
Plumbing Services,Leak Repair,1,Checkatrade,2,2
Plumbing Services,Toilet Repair,1,Checkatrade,2,2
Renewable Energy & Insulation,Wind Turbine Services,1,Checkatrade,2,2
Renewable Energy Services,Air Source Heat Pump Repair,1,Checkatrade,2,2
Renewable Energy Services,Ground Source Heat Pump Installation,1,Checkatrade,2,2
Renewable Energy Services,Ground Source Heat Pump Repair,1,Checkatrade,2,2
Roofing Services,Flat Roofing,1,Checkatrade,2,2
Software & Development Services,App Development,1,Airtasker,2,2
Vehicle Services,Car Diagnostics,1,Airtasker,2,2
Vehicle Services,Car Inspection,1,Airtasker,2,2
"Water Treatment, Tanks & Pumps",Household Water Treatment,1,Checkatrade,2,2
Accessibility & Mobility Services,Access Ramp Installation,1,Checkatrade,1,1
Accessibility & Mobility Services,Accessibility Installation,1,Rated People,1,1
Accessibility & Mobility Services,Accessible Kitchens,1,Checkatrade,1,1
Accessibility & Mobility Services,Adjustable Beds,1,Checkatrade,1,1
Accessibility & Mobility Services,Disabled Access / Mobility Service,1,Rated People,1,1
Accessibility & Mobility Services,Disabled Bathrooms / Showers,1,Checkatrade,1,1
Accessibility & Mobility Services,Emergency Mobility Service,1,Checkatrade,1,1
Accessibility & Mobility Services,Mobility,1,Checkatrade,1,1
Accessibility & Mobility Services,Mobility Adaptions,1,Checkatrade,1,1
Accessibility & Mobility Services,Mobility Aids,1,Checkatrade,1,1
Accessibility & Mobility Services,Mobility Scooter Repair,1,Checkatrade,1,1
Accessibility & Mobility Services,Mobility Scooter Service,1,Airtasker,1,1
Accessibility & Mobility Services,Mobility Scooters,1,Checkatrade,1,1
Accessibility & Mobility Services,Wheelchairs Manual / Electric,1,Checkatrade,1,1
Accounting & Finance Services,Bookkeeping,1,Bark,1,1
Accounting & Finance Services,Budgeting Help,1,Airtasker,1,1
Accounting & Finance Services,Financial Advice,1,Yell,1,1
Accounting & Finance Services,Financial Advisor,1,Airtasker,1,1
Accounting & Finance Services,Financial Modelling,1,Airtasker,1,1
Accounting & Finance Services,Financial Planning,1,Airtasker,1,1
Accounting & Finance Services,Financial Reporting,1,Airtasker,1,1
Accounting & Finance Services,Mortgage Advisor,1,Airtasker,1,1
Accounting & Finance Services,Mortgage Services,1,Yell,1,1
Accounting & Finance Services,Pension Advice,1,Airtasker,1,1
Accounting & Finance Services,Tax Advisory,1,Airtasker,1,1
Agricultural & Rural Services,Agricultural Building,1,Checkatrade,1,1
Agricultural & Rural Services,Agricultural Contractor,1,Checkatrade,1,1
Agricultural & Rural Services,Agricultural Irrigation,1,Checkatrade,1,1
Agricultural & Rural Services,Agricultural Merchant,1,Checkatrade,1,1
Agricultural & Rural Services,Drip Irrigation Systems,1,Airtasker,1,1
Agricultural & Rural Services,Farm Gate,1,Checkatrade,1,1
Agricultural & Rural Services,Irrigation Repair,1,Airtasker,1,1
Agricultural & Rural Services,Irrigation Systems,1,Checkatrade,1,1
Agricultural & Rural Services,Soil Irrigation / Drainage,1,Rated People,1,1
Agricultural & Rural Services,borehole,1,Checkatrade,1,1
Air Conditioning & Ventilation,Air Conditioning Installation,1,Checkatrade,1,1
Air Conditioning & Ventilation,Aircon Installation,1,Airtasker,1,1
Air Conditioning & Ventilation,Aircon Repair,1,Airtasker,1,1
Air Conditioning & Ventilation,Car Aircon Regas,1,Airtasker,1,1
Air Conditioning & Ventilation,Car Aircon Repair,1,Airtasker,1,1
Air Conditioning & Ventilation,Ventilation Services,1,Airtasker,1,1
Appliance & Equipment Services,Appliance Installation,1,Airtasker,1,1
Appliance & Equipment Services,Appliance Retailer,1,Checkatrade,1,1
Appliance & Equipment Services,Appliance Services / Repair,1,Checkatrade,1,1
Appliance & Equipment Services,BBQ Repair,1,Airtasker,1,1
Appliance & Equipment Services,Chainsaw Service & Repair,1,Airtasker,1,1
Appliance & Equipment Services,Coffee Machine Repair,1,Airtasker,1,1
Appliance & Equipment Services,Cooker Hood Installation & Repair,1,Airtasker,1,1
Appliance & Equipment Services,Cooktop Installation,1,Airtasker,1,1
Appliance & Equipment Services,Dishwasher Not Draining,1,Airtasker,1,1
Appliance & Equipment Services,Drone Repair,1,Airtasker,1,1
Appliance & Equipment Services,Dryer Installation,1,Airtasker,1,1
Appliance & Equipment Services,Dryer Repair,1,Airtasker,1,1
Appliance & Equipment Services,Electric Oven / Cooker Repair,1,Checkatrade,1,1
Appliance & Equipment Services,Emergency Appliance Services / Repair Service,1,Checkatrade,1,1
Appliance & Equipment Services,Freezer Installation,1,Airtasker,1,1
Appliance & Equipment Services,Freezer Repair,1,Airtasker,1,1
Appliance & Equipment Services,GHD Repair,1,Airtasker,1,1
Appliance & Equipment Services,Generator Repair,1,Airtasker,1,1
Appliance & Equipment Services,Hob Installation,1,Airtasker,1,1
