borough_code,borough,service_family,vendor_supply_proxy,ons_group_count,borough_supply_rank,borough_supply_percentile
E09000023,Lewisham,Tattoo & Piercing,1175,1,18,48.5
E09000010,Enfield,Tattoo & Piercing,1160,1,19,45.5
E09000001,City of London,Tattoo & Piercing,1095,1,20,42.4
E09000031,Waltham Forest,Tattoo & Piercing,1070,1,21,39.4
E09000011,Greenwich,Tattoo & Piercing,980,1,22,36.4
E09000025,Newham,Tattoo & Piercing,975,1,23,33.3
E09000018,Hounslow,Tattoo & Piercing,965,1,24,30.3
E09000017,Hillingdon,Tattoo & Piercing,950,1,25,27.3
E09000026,Redbridge,Tattoo & Piercing,895,1,26,24.2
E09000015,Harrow,Tattoo & Piercing,865,1,27,21.2
E09000024,Merton,Tattoo & Piercing,825,1,28,18.2
E09000016,Havering,Tattoo & Piercing,735,1,29,15.2
E09000021,Kingston upon Thames,Tattoo & Piercing,670,1,30,12.1
E09000029,Sutton,Tattoo & Piercing,620,1,31,9.1
E09000004,Bexley,Tattoo & Piercing,615,1,32,6.1
E09000002,Barking and Dagenham,Tattoo & Piercing,445,1,33,3.0
E09000033,Westminster,Telecoms & Telephone Services,6455,1,1,100.0
E09000007,Camden,Telecoms & Telephone Services,5800,1,2,97.0
E09000012,Hackney,Telecoms & Telephone Services,4795,1,3,93.9
E09000019,Islington,Telecoms & Telephone Services,4160,1,4,90.9
E09000001,City of London,Telecoms & Telephone Services,2940,1,5,87.9
E09000030,Tower Hamlets,Telecoms & Telephone Services,2570,1,6,84.8
E09000028,Southwark,Telecoms & Telephone Services,2285,1,7,81.8
E09000003,Barnet,Telecoms & Telephone Services,2190,1,8,78.8
E09000009,Ealing,Telecoms & Telephone Services,1790,1,9,75.8
E09000018,Hounslow,Telecoms & Telephone Services,1785,1,10,72.7
E09000027,Richmond upon Thames,Telecoms & Telephone Services,1725,1,11,69.7
E09000032,Wandsworth,Telecoms & Telephone Services,1690,1,12,66.7
E09000022,Lambeth,Telecoms & Telephone Services,1675,1,13,63.6
E09000015,Harrow,Telecoms & Telephone Services,1595,1,14,60.6
E09000013,Hammersmith and Fulham,Telecoms & Telephone Services,1580,1,15,57.6
E09000008,Croydon,Telecoms & Telephone Services,1485,1,16,54.5
E09000006,Bromley,Telecoms & Telephone Services,1470,1,17,51.5
E09000026,Redbridge,Telecoms & Telephone Services,1405,1,18,48.5
E09000014,Haringey,Telecoms & Telephone Services,1380,1,19,45.5
E09000005,Brent,Telecoms & Telephone Services,1350,1,20,42.4
E09000017,Hillingdon,Telecoms & Telephone Services,1335,1,21,39.4
E09000025,Newham,Telecoms & Telephone Services,1290,1,22,36.4
E09000023,Lewisham,Telecoms & Telephone Services,1215,1,23,33.3
E09000031,Waltham Forest,Telecoms & Telephone Services,1180,1,24,30.3
E09000020,Kensington and Chelsea,Telecoms & Telephone Services,1160,1,25,27.3
E09000010,Enfield,Telecoms & Telephone Services,1150,1,26,24.2
E09000024,Merton,Telecoms & Telephone Services,1130,1,27,21.2
E09000011,Greenwich,Telecoms & Telephone Services,1090,1,28,18.2
E09000029,Sutton,Telecoms & Telephone Services,990,1,29,15.2
E09000021,Kingston upon Thames,Telecoms & Telephone Services,955,1,30,12.1
E09000004,Bexley,Telecoms & Telephone Services,660,1,31,9.1
E09000016,Havering,Telecoms & Telephone Services,615,1,32,6.1
E09000002,Barking and Dagenham,Telecoms & Telephone Services,435,1,33,3.0
E09000033,Westminster,Therapy & Counselling,2020,1,1,100.0
E09000007,Camden,Therapy & Counselling,1490,1,2,97.0
E09000003,Barnet,Therapy & Counselling,1475,1,3,93.9
E09000008,Croydon,Therapy & Counselling,1175,1,4,90.9
E09000019,Islington,Therapy & Counselling,995,1,5,87.9
E09000012,Hackney,Therapy & Counselling,990,1,6,84.8
E09000026,Redbridge,Therapy & Counselling,985,1,7,81.8
E09000015,Harrow,Therapy & Counselling,960,1,8,78.8
E09000022,Lambeth,Therapy & Counselling,955,1,9,75.8
E09000006,Bromley,Therapy & Counselling,945,1,10,72.7
E09000009,Ealing,Therapy & Counselling,925,1,11,69.7
E09000028,Southwark,Therapy & Counselling,920,1,12,66.7
E09000032,Wandsworth,Therapy & Counselling,900,1,13,63.6
E09000005,Brent,Therapy & Counselling,865,1,14,60.6
E09000010,Enfield,Therapy & Counselling,860,1,15,57.6
E09000030,Tower Hamlets,Therapy & Counselling,825,1,16,54.5
E09000011,Greenwich,Therapy & Counselling,785,1,17,51.5
E09000017,Hillingdon,Therapy & Counselling,765,1,18,48.5
E09000025,Newham,Therapy & Counselling,735,1,19,45.5
E09000023,Lewisham,Therapy & Counselling,710,1,20,42.4
E09000027,Richmond upon Thames,Therapy & Counselling,705,1,21,39.4
E09000020,Kensington and Chelsea,Therapy & Counselling,670,1,22,34.8
E09000024,Merton,Therapy & Counselling,670,1,22,34.8
E09000016,Havering,Therapy & Counselling,665,1,23,30.3
E09000014,Haringey,Therapy & Counselling,655,1,24,27.3
E09000018,Hounslow,Therapy & Counselling,645,1,25,24.2
E09000013,Hammersmith and Fulham,Therapy & Counselling,610,1,26,21.2
E09000031,Waltham Forest,Therapy & Counselling,580,1,27,18.2
E09000029,Sutton,Therapy & Counselling,570,1,28,15.2
E09000002,Barking and Dagenham,Therapy & Counselling,540,1,29,10.6
E09000004,Bexley,Therapy & Counselling,540,1,29,10.6
E09000021,Kingston upon Thames,Therapy & Counselling,525,1,30,6.1
E09000001,City of London,Therapy & Counselling,415,1,31,3.0
E09000003,Barnet,Tiling,3795,1,1,100.0
E09000033,Westminster,Tiling,3325,1,2,97.0
E09000016,Havering,Tiling,3020,1,3,93.9
E09000010,Enfield,Tiling,2860,1,4,90.9
E09000017,Hillingdon,Tiling,2815,1,5,87.9
E09000009,Ealing,Tiling,2745,1,6,84.8
E09000026,Redbridge,Tiling,2735,1,7,81.8
E09000006,Bromley,Tiling,2605,1,8,78.8
E09000015,Harrow,Tiling,2550,1,9,75.8
E09000005,Brent,Tiling,2475,1,10,72.7
E09000008,Croydon,Tiling,2420,1,11,69.7
E09000025,Newham,Tiling,2325,1,12,66.7
E09000031,Waltham Forest,Tiling,2245,1,13,63.6
E09000004,Bexley,Tiling,2125,1,14,60.6
E09000007,Camden,Tiling,2090,1,15,57.6
E09000002,Barking and Dagenham,Tiling,2055,1,16,54.5
E09000029,Sutton,Tiling,1820,1,17,51.5
E09000018,Hounslow,Tiling,1775,1,18,48.5
E09000012,Hackney,Tiling,1730,1,19,45.5
E09000024,Merton,Tiling,1675,1,20,42.4
E09000014,Haringey,Tiling,1545,1,21,39.4
E09000019,Islington,Tiling,1530,1,22,36.4
E09000011,Greenwich,Tiling,1495,1,23,33.3
E09000032,Wandsworth,Tiling,1205,1,24,30.3
E09000030,Tower Hamlets,Tiling,1095,1,25,27.3
E09000022,Lambeth,Tiling,1090,1,26,24.2
E09000023,Lewisham,Tiling,1080,1,27,21.2
E09000021,Kingston upon Thames,Tiling,1060,1,28,18.2
E09000028,Southwark,Tiling,1050,1,29,15.2
E09000027,Richmond upon Thames,Tiling,960,1,30,12.1
E09000001,City of London,Tiling,905,1,31,9.1
E09000013,Hammersmith and Fulham,Tiling,845,1,32,6.1
E09000020,Kensington and Chelsea,Tiling,835,1,33,3.0
E09000007,Camden,Training & Instruction,890,1,1,100.0
E09000033,Westminster,Training & Instruction,835,1,2,97.0
E09000003,Barnet,Training & Instruction,660,1,3,93.9
E09000030,Tower Hamlets,Training & Instruction,615,1,4,90.9
E09000012,Hackney,Training & Instruction,600,1,5,87.9
E09000019,Islington,Training & Instruction,575,1,6,84.8
E09000025,Newham,Training & Instruction,460,1,7,81.8
E09000028,Southwark,Training & Instruction,440,1,8,78.8
E09000032,Wandsworth,Training & Instruction,435,1,9,75.8
E09000009,Ealing,Training & Instruction,425,1,10,72.7
E09000026,Redbridge,Training & Instruction,420,1,11,69.7
E09000010,Enfield,Training & Instruction,405,1,12,66.7
E09000008,Croydon,Training & Instruction,400,1,13,63.6
E09000006,Bromley,Training & Instruction,385,1,14,59.1
E09000022,Lambeth,Training & Instruction,385,1,14,59.1
E09000005,Brent,Training & Instruction,380,1,15,54.5
E09000011,Greenwich,Training & Instruction,355,1,16,50.0
E09000027,Richmond upon Thames,Training & Instruction,355,1,16,50.0
E09000013,Hammersmith and Fulham,Training & Instruction,350,1,17,45.5
E09000017,Hillingdon,Training & Instruction,340,1,18,42.4
E09000014,Haringey,Training & Instruction,335,1,19,39.4
E09000015,Harrow,Training & Instruction,320,1,20,33.3
E09000018,Hounslow,Training & Instruction,320,1,20,33.3
E09000020,Kensington and Chelsea,Training & Instruction,320,1,20,33.3
E09000024,Merton,Training & Instruction,310,1,21,27.3
E09000001,City of London,Training & Instruction,290,1,22,24.2
E09000023,Lewisham,Training & Instruction,285,1,23,21.2
E09000031,Waltham Forest,Training & Instruction,280,1,24,18.2
E09000016,Havering,Training & Instruction,270,1,25,15.2
E09000004,Bexley,Training & Instruction,250,1,26,12.1
E09000021,Kingston upon Thames,Training & Instruction,230,1,27,9.1
E09000029,Sutton,Training & Instruction,220,1,28,6.1
E09000002,Barking and Dagenham,Training & Instruction,205,1,29,3.0
E09000017,Hillingdon,Transport & Transfer Services,1330,1,1,100.0
E09000018,Hounslow,Transport & Transfer Services,1055,1,2,97.0
E09000009,Ealing,Transport & Transfer Services,955,1,3,93.9
E09000005,Brent,Transport & Transfer Services,895,1,4,90.9
E09000025,Newham,Transport & Transfer Services,845,1,5,87.9
E09000007,Camden,Transport & Transfer Services,825,1,6,84.8
E09000033,Westminster,Transport & Transfer Services,805,1,7,81.8
E09000010,Enfield,Transport & Transfer Services,760,1,8,78.8
E09000026,Redbridge,Transport & Transfer Services,725,1,9,75.8
E09000002,Barking and Dagenham,Transport & Transfer Services,715,1,10,72.7
E09000003,Barnet,Transport & Transfer Services,710,1,11,68.2
E09000008,Croydon,Transport & Transfer Services,710,1,11,68.2
E09000015,Harrow,Transport & Transfer Services,630,1,12,63.6
E09000024,Merton,Transport & Transfer Services,615,1,13,60.6
E09000016,Havering,Transport & Transfer Services,610,1,14,57.6
E09000031,Waltham Forest,Transport & Transfer Services,565,1,15,54.5
E09000030,Tower Hamlets,Transport & Transfer Services,510,1,16,51.5
E09000012,Hackney,Transport & Transfer Services,490,1,17,48.5
E09000004,Bexley,Transport & Transfer Services,480,1,18,45.5
E09000019,Islington,Transport & Transfer Services,470,1,19,42.4
E09000011,Greenwich,Transport & Transfer Services,445,1,20,39.4
E09000014,Haringey,Transport & Transfer Services,405,1,21,36.4
E09000028,Southwark,Transport & Transfer Services,390,1,22,33.3
E09000006,Bromley,Transport & Transfer Services,380,1,23,30.3
E09000023,Lewisham,Transport & Transfer Services,375,1,24,27.3
E09000022,Lambeth,Transport & Transfer Services,365,1,25,24.2
E09000032,Wandsworth,Transport & Transfer Services,355,1,26,21.2
E09000029,Sutton,Transport & Transfer Services,300,1,27,18.2
E09000013,Hammersmith and Fulham,Transport & Transfer Services,260,1,28,15.2
E09000001,City of London,Transport & Transfer Services,250,1,29,10.6
E09000021,Kingston upon Thames,Transport & Transfer Services,250,1,29,10.6
E09000027,Richmond upon Thames,Transport & Transfer Services,230,1,30,6.1
E09000020,Kensington and Chelsea,Transport & Transfer Services,180,1,31,3.0
E09000033,Westminster,Tree & Grounds Services,5605,2,1,100.0
E09000007,Camden,Tree & Grounds Services,3810,2,2,97.0
E09000019,Islington,Tree & Grounds Services,2180,2,3,93.9
E09000012,Hackney,Tree & Grounds Services,2085,2,4,90.9
E09000003,Barnet,Tree & Grounds Services,1870,2,5,87.9
E09000028,Southwark,Tree & Grounds Services,1710,2,6,84.8
E09000032,Wandsworth,Tree & Grounds Services,1600,2,7,81.8
E09000030,Tower Hamlets,Tree & Grounds Services,1520,2,8,78.8
E09000022,Lambeth,Tree & Grounds Services,1495,2,9,75.8
E09000014,Haringey,Tree & Grounds Services,1465,2,10,72.7
E09000020,Kensington and Chelsea,Tree & Grounds Services,1450,2,11,69.7
E09000006,Bromley,Tree & Grounds Services,1385,2,12,66.7
E09000009,Ealing,Tree & Grounds Services,1365,2,13,63.6
E09000013,Hammersmith and Fulham,Tree & Grounds Services,1290,2,14,60.6
E09000027,Richmond upon Thames,Tree & Grounds Services,1280,2,15,57.6
E09000005,Brent,Tree & Grounds Services,1240,2,16,54.5
E09000008,Croydon,Tree & Grounds Services,1200,2,17,51.5
E09000010,Enfield,Tree & Grounds Services,1190,2,18,47.0
E09000023,Lewisham,Tree & Grounds Services,1190,2,18,47.0
E09000001,City of London,Tree & Grounds Services,1125,2,19,42.4
E09000031,Waltham Forest,Tree & Grounds Services,1085,2,20,39.4
E09000018,Hounslow,Tree & Grounds Services,995,2,21,36.4
E09000011,Greenwich,Tree & Grounds Services,990,2,22,33.3
E09000025,Newham,Tree & Grounds Services,985,2,23,30.3
E09000017,Hillingdon,Tree & Grounds Services,980,2,24,27.3
E09000026,Redbridge,Tree & Grounds Services,910,2,25,24.2
E09000015,Harrow,Tree & Grounds Services,885,2,26,21.2
E09000024,Merton,Tree & Grounds Services,845,2,27,18.2
E09000016,Havering,Tree & Grounds Services,770,2,28,15.2
E09000021,Kingston upon Thames,Tree & Grounds Services,685,2,29,12.1
E09000029,Sutton,Tree & Grounds Services,645,2,30,9.1
E09000004,Bexley,Tree & Grounds Services,625,2,31,6.1
E09000002,Barking and Dagenham,Tree & Grounds Services,460,2,32,3.0
E09000007,Camden,Tutoring & Lessons,890,1,1,100.0
E09000033,Westminster,Tutoring & Lessons,835,1,2,97.0
E09000003,Barnet,Tutoring & Lessons,660,1,3,93.9
E09000030,Tower Hamlets,Tutoring & Lessons,615,1,4,90.9
E09000012,Hackney,Tutoring & Lessons,600,1,5,87.9
E09000019,Islington,Tutoring & Lessons,575,1,6,84.8
E09000025,Newham,Tutoring & Lessons,460,1,7,81.8
E09000028,Southwark,Tutoring & Lessons,440,1,8,78.8
E09000032,Wandsworth,Tutoring & Lessons,435,1,9,75.8
E09000009,Ealing,Tutoring & Lessons,425,1,10,72.7
E09000026,Redbridge,Tutoring & Lessons,420,1,11,69.7
E09000010,Enfield,Tutoring & Lessons,405,1,12,66.7
E09000008,Croydon,Tutoring & Lessons,400,1,13,63.6
E09000006,Bromley,Tutoring & Lessons,385,1,14,59.1
E09000022,Lambeth,Tutoring & Lessons,385,1,14,59.1
E09000005,Brent,Tutoring & Lessons,380,1,15,54.5
E09000011,Greenwich,Tutoring & Lessons,355,1,16,50.0
E09000027,Richmond upon Thames,Tutoring & Lessons,355,1,16,50.0
E09000013,Hammersmith and Fulham,Tutoring & Lessons,350,1,17,45.5
E09000017,Hillingdon,Tutoring & Lessons,340,1,18,42.4
E09000014,Haringey,Tutoring & Lessons,335,1,19,39.4
E09000015,Harrow,Tutoring & Lessons,320,1,20,33.3
E09000018,Hounslow,Tutoring & Lessons,320,1,20,33.3
E09000020,Kensington and Chelsea,Tutoring & Lessons,320,1,20,33.3
E09000024,Merton,Tutoring & Lessons,310,1,21,27.3
E09000001,City of London,Tutoring & Lessons,290,1,22,24.2
E09000023,Lewisham,Tutoring & Lessons,285,1,23,21.2
E09000031,Waltham Forest,Tutoring & Lessons,280,1,24,18.2
E09000016,Havering,Tutoring & Lessons,270,1,25,15.2
E09000004,Bexley,Tutoring & Lessons,250,1,26,12.1
E09000021,Kingston upon Thames,Tutoring & Lessons,230,1,27,9.1
E09000029,Sutton,Tutoring & Lessons,220,1,28,6.1
E09000002,Barking and Dagenham,Tutoring & Lessons,205,1,29,3.0
E09000033,Westminster,Vehicle Graphics & Signage,5655,2,1,100.0
E09000007,Camden,Vehicle Graphics & Signage,3980,2,2,97.0
E09000019,Islington,Vehicle Graphics & Signage,2310,2,3,93.9
E09000012,Hackney,Vehicle Graphics & Signage,2225,2,4,90.9
E09000003,Barnet,Vehicle Graphics & Signage,2205,2,5,87.9
E09000009,Ealing,Vehicle Graphics & Signage,1815,2,6,84.8
E09000028,Southwark,Vehicle Graphics & Signage,1800,2,7,81.8
E09000032,Wandsworth,Vehicle Graphics & Signage,1730,2,8,78.8
E09000005,Brent,Vehicle Graphics & Signage,1685,2,9,75.8
E09000030,Tower Hamlets,Vehicle Graphics & Signage,1680,2,10,72.7
E09000014,Haringey,Vehicle Graphics & Signage,1640,2,11,69.7
E09000022,Lambeth,Vehicle Graphics & Signage,1620,2,12,66.7
E09000006,Bromley,Vehicle Graphics & Signage,1605,2,13,63.6
E09000010,Enfield,Vehicle Graphics & Signage,1575,2,14,60.6
E09000008,Croydon,Vehicle Graphics & Signage,1555,2,15,57.6
E09000020,Kensington and Chelsea,Vehicle Graphics & Signage,1490,2,16,54.5
E09000017,Hillingdon,Vehicle Graphics & Signage,1430,2,17,51.5
E09000013,Hammersmith and Fulham,Vehicle Graphics & Signage,1385,2,18,48.5
E09000027,Richmond upon Thames,Vehicle Graphics & Signage,1380,2,19,45.5
E09000018,Hounslow,Vehicle Graphics & Signage,1320,2,20,42.4
E09000023,Lewisham,Vehicle Graphics & Signage,1315,2,21,39.4
E09000031,Waltham Forest,Vehicle Graphics & Signage,1300,2,22,36.4
E09000026,Redbridge,Vehicle Graphics & Signage,1255,2,23,33.3
E09000015,Harrow,Vehicle Graphics & Signage,1220,2,24,30.3
E09000025,Newham,Vehicle Graphics & Signage,1215,2,25,27.3
E09000011,Greenwich,Vehicle Graphics & Signage,1160,2,26,24.2
E09000001,City of London,Vehicle Graphics & Signage,1125,2,27,19.7
E09000016,Havering,Vehicle Graphics & Signage,1125,2,27,19.7
E09000024,Merton,Vehicle Graphics & Signage,1085,2,28,15.2
E09000004,Bexley,Vehicle Graphics & Signage,875,2,29,12.1
E09000021,Kingston upon Thames,Vehicle Graphics & Signage,825,2,30,7.6
E09000029,Sutton,Vehicle Graphics & Signage,825,2,30,7.6
E09000002,Barking and Dagenham,Vehicle Graphics & Signage,755,2,31,3.0
E09000017,Hillingdon,Vehicle Services,480,1,1,100.0
E09000009,Ealing,Vehicle Services,465,1,2,97.0
E09000005,Brent,Vehicle Services,455,1,3,93.9
E09000010,Enfield,Vehicle Services,415,1,4,90.9
E09000016,Havering,Vehicle Services,390,1,5,87.9
E09000003,Barnet,Vehicle Services,380,1,6,84.8
E09000008,Croydon,Vehicle Services,375,1,7,81.8
E09000026,Redbridge,Vehicle Services,360,1,8,78.8
E09000015,Harrow,Vehicle Services,355,1,9,74.2
E09000018,Hounslow,Vehicle Services,355,1,9,74.2
E09000002,Barking and Dagenham,Vehicle Services,310,1,10,69.7
E09000006,Bromley,Vehicle Services,270,1,11,66.7
E09000004,Bexley,Vehicle Services,260,1,12,62.1
E09000024,Merton,Vehicle Services,260,1,12,62.1
E09000025,Newham,Vehicle Services,240,1,13,57.6
E09000031,Waltham Forest,Vehicle Services,230,1,14,54.5
E09000007,Camden,Vehicle Services,220,1,15,51.5
E09000029,Sutton,Vehicle Services,205,1,16,48.5
E09000014,Haringey,Vehicle Services,190,1,17,45.5
E09000011,Greenwich,Vehicle Services,180,1,18,40.9
E09000030,Tower Hamlets,Vehicle Services,180,1,18,40.9
E09000012,Hackney,Vehicle Services,170,1,19,36.4
E09000019,Islington,Vehicle Services,160,1,20,31.8
E09000033,Westminster,Vehicle Services,160,1,20,31.8
E09000021,Kingston upon Thames,Vehicle Services,155,1,21,25.8
E09000032,Wandsworth,Vehicle Services,155,1,21,25.8
E09000022,Lambeth,Vehicle Services,140,1,22,19.7
E09000023,Lewisham,Vehicle Services,140,1,22,19.7
E09000027,Richmond upon Thames,Vehicle Services,125,1,23,15.2
E09000013,Hammersmith and Fulham,Vehicle Services,120,1,24,12.1
E09000028,Southwark,Vehicle Services,115,1,25,9.1
E09000020,Kensington and Chelsea,Vehicle Services,90,1,26,6.1
E09000001,City of London,Vehicle Services,30,1,27,3.0
E09000033,Westminster,Waste Services,5495,1,1,100.0
E09000007,Camden,Waste Services,3760,1,2,97.0
E09000019,Islington,Waste Services,2150,1,3,93.9
E09000012,Hackney,Waste Services,2055,1,4,90.9
E09000003,Barnet,Waste Services,1825,1,5,87.9
E09000028,Southwark,Waste Services,1685,1,6,84.8
E09000032,Wandsworth,Waste Services,1575,1,7,81.8
E09000030,Tower Hamlets,Waste Services,1500,1,8,78.8
E09000022,Lambeth,Waste Services,1480,1,9,75.8
E09000014,Haringey,Waste Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Waste Services,1400,1,11,69.7
E09000009,Ealing,Waste Services,1350,1,12,66.7
E09000006,Bromley,Waste Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Waste Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Waste Services,1255,1,15,57.6
E09000005,Brent,Waste Services,1230,1,16,54.5
E09000008,Croydon,Waste Services,1180,1,17,51.5
E09000023,Lewisham,Waste Services,1175,1,18,48.5
