borough_code,borough,service_family,vendor_supply_proxy,ons_group_count,borough_supply_rank,borough_supply_percentile
E09000021,Kingston upon Thames,Landscaping Structures & Outdoor Buildings,1060,1,28,18.2
E09000028,Southwark,Landscaping Structures & Outdoor Buildings,1050,1,29,15.2
E09000027,Richmond upon Thames,Landscaping Structures & Outdoor Buildings,960,1,30,12.1
E09000001,City of London,Landscaping Structures & Outdoor Buildings,905,1,31,9.1
E09000013,Hammersmith and Fulham,Landscaping Structures & Outdoor Buildings,845,1,32,6.1
E09000020,Kensington and Chelsea,Landscaping Structures & Outdoor Buildings,835,1,33,3.0
E09000033,Westminster,"Laundry, Housekeeping & Organisation",6975,1,1,100.0
E09000007,Camden,"Laundry, Housekeeping & Organisation",3855,1,2,97.0
E09000001,City of London,"Laundry, Housekeeping & Organisation",3520,1,3,93.9
E09000019,Islington,"Laundry, Housekeeping & Organisation",2490,1,4,90.9
E09000012,Hackney,"Laundry, Housekeeping & Organisation",2445,1,5,87.9
E09000003,Barnet,"Laundry, Housekeeping & Organisation",2285,1,6,84.8
E09000030,Tower Hamlets,"Laundry, Housekeeping & Organisation",1950,1,7,81.8
E09000028,Southwark,"Laundry, Housekeeping & Organisation",1815,1,8,78.8
E09000032,Wandsworth,"Laundry, Housekeeping & Organisation",1670,1,9,75.8
E09000020,Kensington and Chelsea,"Laundry, Housekeeping & Organisation",1590,1,10,72.7
E09000009,Ealing,"Laundry, Housekeeping & Organisation",1555,1,11,68.2
E09000022,Lambeth,"Laundry, Housekeeping & Organisation",1555,1,11,68.2
E09000006,Bromley,"Laundry, Housekeeping & Organisation",1545,1,12,63.6
E09000010,Enfield,"Laundry, Housekeeping & Organisation",1535,1,13,60.6
E09000013,Hammersmith and Fulham,"Laundry, Housekeeping & Organisation",1485,1,14,57.6
E09000025,Newham,"Laundry, Housekeeping & Organisation",1450,1,15,54.5
E09000026,Redbridge,"Laundry, Housekeeping & Organisation",1445,1,16,51.5
E09000017,Hillingdon,"Laundry, Housekeeping & Organisation",1435,1,17,48.5
E09000005,Brent,"Laundry, Housekeeping & Organisation",1425,1,18,45.5
E09000008,Croydon,"Laundry, Housekeeping & Organisation",1305,1,19,40.9
E09000018,Hounslow,"Laundry, Housekeeping & Organisation",1305,1,19,40.9
E09000015,Harrow,"Laundry, Housekeeping & Organisation",1250,1,20,36.4
E09000024,Merton,"Laundry, Housekeeping & Organisation",1215,1,21,33.3
E09000027,Richmond upon Thames,"Laundry, Housekeeping & Organisation",1185,1,22,30.3
E09000014,Haringey,"Laundry, Housekeeping & Organisation",1125,1,23,27.3
E09000031,Waltham Forest,"Laundry, Housekeeping & Organisation",1085,1,24,24.2
E09000016,Havering,"Laundry, Housekeeping & Organisation",1080,1,25,21.2
E09000011,Greenwich,"Laundry, Housekeeping & Organisation",1025,1,26,18.2
E09000023,Lewisham,"Laundry, Housekeeping & Organisation",885,1,27,15.2
E09000002,Barking and Dagenham,"Laundry, Housekeeping & Organisation",840,1,28,12.1
E09000004,Bexley,"Laundry, Housekeeping & Organisation",835,1,29,9.1
E09000021,Kingston upon Thames,"Laundry, Housekeeping & Organisation",825,1,30,6.1
E09000029,Sutton,"Laundry, Housekeeping & Organisation",800,1,31,3.0
E09000033,Westminster,Legal Services,12860,1,1,100.0
E09000007,Camden,Legal Services,10995,1,2,97.0
E09000001,City of London,Legal Services,8330,1,3,93.9
E09000012,Hackney,Legal Services,6150,1,4,90.9
E09000019,Islington,Legal Services,5740,1,5,87.9
E09000003,Barnet,Legal Services,4515,1,6,84.8
E09000028,Southwark,Legal Services,3960,1,7,81.8
E09000032,Wandsworth,Legal Services,3755,1,8,78.8
E09000030,Tower Hamlets,Legal Services,3425,1,9,75.8
E09000027,Richmond upon Thames,Legal Services,3350,1,10,72.7
E09000020,Kensington and Chelsea,Legal Services,3100,1,11,69.7
E09000022,Lambeth,Legal Services,2925,1,12,66.7
E09000013,Hammersmith and Fulham,Legal Services,2865,1,13,63.6
E09000006,Bromley,Legal Services,2790,1,14,60.6
E09000009,Ealing,Legal Services,2750,1,15,56.1
E09000015,Harrow,Legal Services,2750,1,15,56.1
E09000008,Croydon,Legal Services,2410,1,16,51.5
E09000014,Haringey,Legal Services,2320,1,17,48.5
E09000024,Merton,Legal Services,2170,1,18,45.5
E09000026,Redbridge,Legal Services,2165,1,19,42.4
E09000005,Brent,Legal Services,2145,1,20,39.4
E09000010,Enfield,Legal Services,2120,1,21,36.4
E09000018,Hounslow,Legal Services,2005,1,22,33.3
E09000017,Hillingdon,Legal Services,1975,1,23,30.3
E09000031,Waltham Forest,Legal Services,1910,1,24,27.3
E09000023,Lewisham,Legal Services,1825,1,25,24.2
E09000021,Kingston upon Thames,Legal Services,1745,1,26,21.2
E09000025,Newham,Legal Services,1690,1,27,18.2
E09000011,Greenwich,Legal Services,1670,1,28,15.2
E09000029,Sutton,Legal Services,1270,1,29,12.1
E09000016,Havering,Legal Services,1265,1,30,9.1
E09000004,Bexley,Legal Services,1155,1,31,6.1
E09000002,Barking and Dagenham,Legal Services,760,1,32,3.0
E09000033,Westminster,Locksmith Services,5495,1,1,100.0
E09000007,Camden,Locksmith Services,3760,1,2,97.0
E09000019,Islington,Locksmith Services,2150,1,3,93.9
E09000012,Hackney,Locksmith Services,2055,1,4,90.9
E09000003,Barnet,Locksmith Services,1825,1,5,87.9
E09000028,Southwark,Locksmith Services,1685,1,6,84.8
E09000032,Wandsworth,Locksmith Services,1575,1,7,81.8
E09000030,Tower Hamlets,Locksmith Services,1500,1,8,78.8
E09000022,Lambeth,Locksmith Services,1480,1,9,75.8
E09000014,Haringey,Locksmith Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Locksmith Services,1400,1,11,69.7
E09000009,Ealing,Locksmith Services,1350,1,12,66.7
E09000006,Bromley,Locksmith Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Locksmith Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Locksmith Services,1255,1,15,57.6
E09000005,Brent,Locksmith Services,1230,1,16,54.5
E09000008,Croydon,Locksmith Services,1180,1,17,51.5
E09000023,Lewisham,Locksmith Services,1175,1,18,48.5
E09000010,Enfield,Locksmith Services,1160,1,19,45.5
E09000001,City of London,Locksmith Services,1095,1,20,42.4
E09000031,Waltham Forest,Locksmith Services,1070,1,21,39.4
E09000011,Greenwich,Locksmith Services,980,1,22,36.4
E09000025,Newham,Locksmith Services,975,1,23,33.3
E09000018,Hounslow,Locksmith Services,965,1,24,30.3
E09000017,Hillingdon,Locksmith Services,950,1,25,27.3
E09000026,Redbridge,Locksmith Services,895,1,26,24.2
E09000015,Harrow,Locksmith Services,865,1,27,21.2
E09000024,Merton,Locksmith Services,825,1,28,18.2
E09000016,Havering,Locksmith Services,735,1,29,15.2
E09000021,Kingston upon Thames,Locksmith Services,670,1,30,12.1
E09000029,Sutton,Locksmith Services,620,1,31,9.1
E09000004,Bexley,Locksmith Services,615,1,32,6.1
E09000002,Barking and Dagenham,Locksmith Services,445,1,33,3.0
E09000033,Westminster,"Locksmith, Keys & Safes",10300,2,1,100.0
E09000003,Barnet,"Locksmith, Keys & Safes",6080,2,2,97.0
E09000007,Camden,"Locksmith, Keys & Safes",5945,2,3,93.9
E09000001,City of London,"Locksmith, Keys & Safes",4425,2,4,90.9
E09000010,Enfield,"Locksmith, Keys & Safes",4395,2,5,87.9
E09000009,Ealing,"Locksmith, Keys & Safes",4300,2,6,84.8
E09000017,Hillingdon,"Locksmith, Keys & Safes",4250,2,7,81.8
E09000026,Redbridge,"Locksmith, Keys & Safes",4180,2,8,78.8
E09000012,Hackney,"Locksmith, Keys & Safes",4175,2,9,75.8
E09000006,Bromley,"Locksmith, Keys & Safes",4150,2,10,72.7
E09000016,Havering,"Locksmith, Keys & Safes",4100,2,11,69.7
E09000019,Islington,"Locksmith, Keys & Safes",4020,2,12,66.7
E09000005,Brent,"Locksmith, Keys & Safes",3900,2,13,63.6
E09000015,Harrow,"Locksmith, Keys & Safes",3800,2,14,60.6
E09000025,Newham,"Locksmith, Keys & Safes",3775,2,15,57.6
E09000008,Croydon,"Locksmith, Keys & Safes",3725,2,16,54.5
E09000031,Waltham Forest,"Locksmith, Keys & Safes",3330,2,17,51.5
E09000018,Hounslow,"Locksmith, Keys & Safes",3080,2,18,48.5
E09000030,Tower Hamlets,"Locksmith, Keys & Safes",3045,2,19,45.5
E09000004,Bexley,"Locksmith, Keys & Safes",2960,2,20,42.4
E09000002,Barking and Dagenham,"Locksmith, Keys & Safes",2895,2,21,39.4
E09000024,Merton,"Locksmith, Keys & Safes",2890,2,22,36.4
E09000032,Wandsworth,"Locksmith, Keys & Safes",2875,2,23,33.3
E09000028,Southwark,"Locksmith, Keys & Safes",2865,2,24,30.3
E09000014,Haringey,"Locksmith, Keys & Safes",2670,2,25,27.3
E09000022,Lambeth,"Locksmith, Keys & Safes",2645,2,26,24.2
E09000029,Sutton,"Locksmith, Keys & Safes",2620,2,27,21.2
E09000011,Greenwich,"Locksmith, Keys & Safes",2520,2,28,18.2
E09000020,Kensington and Chelsea,"Locksmith, Keys & Safes",2425,2,29,15.2
E09000013,Hammersmith and Fulham,"Locksmith, Keys & Safes",2330,2,30,12.1
E09000027,Richmond upon Thames,"Locksmith, Keys & Safes",2145,2,31,9.1
E09000023,Lewisham,"Locksmith, Keys & Safes",1965,2,32,6.1
E09000021,Kingston upon Thames,"Locksmith, Keys & Safes",1885,2,33,3.0
E09000003,Barnet,"Loft, Attic & Storage Services",3795,1,1,100.0
E09000033,Westminster,"Loft, Attic & Storage Services",3325,1,2,97.0
E09000016,Havering,"Loft, Attic & Storage Services",3020,1,3,93.9
E09000010,Enfield,"Loft, Attic & Storage Services",2860,1,4,90.9
E09000017,Hillingdon,"Loft, Attic & Storage Services",2815,1,5,87.9
E09000009,Ealing,"Loft, Attic & Storage Services",2745,1,6,84.8
E09000026,Redbridge,"Loft, Attic & Storage Services",2735,1,7,81.8
E09000006,Bromley,"Loft, Attic & Storage Services",2605,1,8,78.8
E09000015,Harrow,"Loft, Attic & Storage Services",2550,1,9,75.8
E09000005,Brent,"Loft, Attic & Storage Services",2475,1,10,72.7
E09000008,Croydon,"Loft, Attic & Storage Services",2420,1,11,69.7
E09000025,Newham,"Loft, Attic & Storage Services",2325,1,12,66.7
E09000031,Waltham Forest,"Loft, Attic & Storage Services",2245,1,13,63.6
E09000004,Bexley,"Loft, Attic & Storage Services",2125,1,14,60.6
E09000007,Camden,"Loft, Attic & Storage Services",2090,1,15,57.6
E09000002,Barking and Dagenham,"Loft, Attic & Storage Services",2055,1,16,54.5
E09000029,Sutton,"Loft, Attic & Storage Services",1820,1,17,51.5
E09000018,Hounslow,"Loft, Attic & Storage Services",1775,1,18,48.5
E09000012,Hackney,"Loft, Attic & Storage Services",1730,1,19,45.5
E09000024,Merton,"Loft, Attic & Storage Services",1675,1,20,42.4
E09000014,Haringey,"Loft, Attic & Storage Services",1545,1,21,39.4
E09000019,Islington,"Loft, Attic & Storage Services",1530,1,22,36.4
E09000011,Greenwich,"Loft, Attic & Storage Services",1495,1,23,33.3
E09000032,Wandsworth,"Loft, Attic & Storage Services",1205,1,24,30.3
E09000030,Tower Hamlets,"Loft, Attic & Storage Services",1095,1,25,27.3
E09000022,Lambeth,"Loft, Attic & Storage Services",1090,1,26,24.2
E09000023,Lewisham,"Loft, Attic & Storage Services",1080,1,27,21.2
E09000021,Kingston upon Thames,"Loft, Attic & Storage Services",1060,1,28,18.2
E09000028,Southwark,"Loft, Attic & Storage Services",1050,1,29,15.2
E09000027,Richmond upon Thames,"Loft, Attic & Storage Services",960,1,30,12.1
E09000001,City of London,"Loft, Attic & Storage Services",905,1,31,9.1
E09000013,Hammersmith and Fulham,"Loft, Attic & Storage Services",845,1,32,6.1
E09000020,Kensington and Chelsea,"Loft, Attic & Storage Services",835,1,33,3.0
E09000033,Westminster,Marine & Boat Services,2590,2,1,100.0
E09000017,Hillingdon,Marine & Boat Services,1955,2,2,97.0
E09000007,Camden,Marine & Boat Services,1920,2,3,93.9
E09000009,Ealing,Marine & Boat Services,1720,2,4,90.9
E09000018,Hounslow,Marine & Boat Services,1485,2,5,87.9
E09000005,Brent,Marine & Boat Services,1470,2,6,84.8
E09000003,Barnet,Marine & Boat Services,1365,2,7,81.8
E09000010,Enfield,Marine & Boat Services,1360,2,8,78.8
E09000025,Newham,Marine & Boat Services,1320,2,9,75.8
E09000012,Hackney,Marine & Boat Services,1310,2,10,72.7
E09000019,Islington,Marine & Boat Services,1255,2,11,69.7
E09000001,City of London,Marine & Boat Services,1170,2,12,66.7
E09000008,Croydon,Marine & Boat Services,1155,2,13,63.6
E09000026,Redbridge,Marine & Boat Services,1145,2,14,60.6
E09000002,Barking and Dagenham,Marine & Boat Services,1085,2,15,56.1
E09000031,Waltham Forest,Marine & Boat Services,1085,2,15,56.1
E09000030,Tower Hamlets,Marine & Boat Services,1080,2,16,51.5
E09000016,Havering,Marine & Boat Services,1045,2,17,48.5
E09000028,Southwark,Marine & Boat Services,1020,2,18,45.5
E09000024,Merton,Marine & Boat Services,990,2,19,42.4
E09000015,Harrow,Marine & Boat Services,955,2,20,39.4
E09000014,Haringey,Marine & Boat Services,935,2,21,36.4
E09000004,Bexley,Marine & Boat Services,895,2,22,33.3
E09000006,Bromley,Marine & Boat Services,880,2,23,30.3
E09000011,Greenwich,Marine & Boat Services,840,2,24,27.3
E09000032,Wandsworth,Marine & Boat Services,800,2,25,24.2
E09000022,Lambeth,Marine & Boat Services,785,2,26,21.2
E09000023,Lewisham,Marine & Boat Services,670,2,27,18.2
E09000013,Hammersmith and Fulham,Marine & Boat Services,640,2,28,15.2
E09000029,Sutton,Marine & Boat Services,585,2,29,12.1
E09000021,Kingston upon Thames,Marine & Boat Services,545,2,30,9.1
E09000027,Richmond upon Thames,Marine & Boat Services,525,2,31,6.1
E09000020,Kensington and Chelsea,Marine & Boat Services,490,2,32,3.0
E09000033,Westminster,Marketing & Creative Services,19315,2,1,100.0
E09000007,Camden,Marketing & Creative Services,16795,2,2,97.0
E09000001,City of London,Marketing & Creative Services,11270,2,3,93.9
E09000012,Hackney,Marketing & Creative Services,10945,2,4,90.9
E09000019,Islington,Marketing & Creative Services,9900,2,5,87.9
E09000003,Barnet,Marketing & Creative Services,6705,2,6,84.8
E09000028,Southwark,Marketing & Creative Services,6245,2,7,81.8
E09000030,Tower Hamlets,Marketing & Creative Services,5995,2,8,78.8
E09000032,Wandsworth,Marketing & Creative Services,5445,2,9,75.8
E09000027,Richmond upon Thames,Marketing & Creative Services,5075,2,10,72.7
E09000022,Lambeth,Marketing & Creative Services,4600,2,11,69.7
E09000009,Ealing,Marketing & Creative Services,4540,2,12,66.7
E09000013,Hammersmith and Fulham,Marketing & Creative Services,4445,2,13,63.6
E09000015,Harrow,Marketing & Creative Services,4345,2,14,60.6
E09000006,Bromley,Marketing & Creative Services,4260,2,15,56.1
E09000020,Kensington and Chelsea,Marketing & Creative Services,4260,2,15,56.1
E09000008,Croydon,Marketing & Creative Services,3895,2,16,51.5
E09000018,Hounslow,Marketing & Creative Services,3790,2,17,48.5
E09000014,Haringey,Marketing & Creative Services,3700,2,18,45.5
E09000026,Redbridge,Marketing & Creative Services,3570,2,19,42.4
E09000005,Brent,Marketing & Creative Services,3495,2,20,39.4
E09000017,Hillingdon,Marketing & Creative Services,3310,2,21,36.4
E09000024,Merton,Marketing & Creative Services,3300,2,22,33.3
E09000010,Enfield,Marketing & Creative Services,3270,2,23,30.3
E09000031,Waltham Forest,Marketing & Creative Services,3090,2,24,27.3
E09000023,Lewisham,Marketing & Creative Services,3040,2,25,24.2
E09000025,Newham,Marketing & Creative Services,2980,2,26,21.2
E09000011,Greenwich,Marketing & Creative Services,2760,2,27,18.2
E09000021,Kingston upon Thames,Marketing & Creative Services,2700,2,28,15.2
E09000029,Sutton,Marketing & Creative Services,2260,2,29,12.1
E09000016,Havering,Marketing & Creative Services,1880,2,30,9.1
E09000004,Bexley,Marketing & Creative Services,1815,2,31,6.1
E09000002,Barking and Dagenham,Marketing & Creative Services,1195,2,32,3.0
E09000033,Westminster,Massage Services,5495,1,1,100.0
E09000007,Camden,Massage Services,3760,1,2,97.0
E09000019,Islington,Massage Services,2150,1,3,93.9
E09000012,Hackney,Massage Services,2055,1,4,90.9
E09000003,Barnet,Massage Services,1825,1,5,87.9
E09000028,Southwark,Massage Services,1685,1,6,84.8
E09000032,Wandsworth,Massage Services,1575,1,7,81.8
E09000030,Tower Hamlets,Massage Services,1500,1,8,78.8
E09000022,Lambeth,Massage Services,1480,1,9,75.8
E09000014,Haringey,Massage Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Massage Services,1400,1,11,69.7
E09000009,Ealing,Massage Services,1350,1,12,66.7
E09000006,Bromley,Massage Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Massage Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Massage Services,1255,1,15,57.6
E09000005,Brent,Massage Services,1230,1,16,54.5
E09000008,Croydon,Massage Services,1180,1,17,51.5
E09000023,Lewisham,Massage Services,1175,1,18,48.5
E09000010,Enfield,Massage Services,1160,1,19,45.5
E09000001,City of London,Massage Services,1095,1,20,42.4
E09000031,Waltham Forest,Massage Services,1070,1,21,39.4
E09000011,Greenwich,Massage Services,980,1,22,36.4
E09000025,Newham,Massage Services,975,1,23,33.3
E09000018,Hounslow,Massage Services,965,1,24,30.3
E09000017,Hillingdon,Massage Services,950,1,25,27.3
E09000026,Redbridge,Massage Services,895,1,26,24.2
E09000015,Harrow,Massage Services,865,1,27,21.2
E09000024,Merton,Massage Services,825,1,28,18.2
E09000016,Havering,Massage Services,735,1,29,15.2
E09000021,Kingston upon Thames,Massage Services,670,1,30,12.1
E09000029,Sutton,Massage Services,620,1,31,9.1
E09000004,Bexley,Massage Services,615,1,32,6.1
E09000002,Barking and Dagenham,Massage Services,445,1,33,3.0
E09000033,Westminster,Metalwork & Fabrication,5110,2,1,100.0
E09000003,Barnet,Metalwork & Fabrication,4450,2,2,97.0
E09000009,Ealing,Metalwork & Fabrication,3510,2,3,93.9
E09000010,Enfield,Metalwork & Fabrication,3460,2,4,90.9
E09000016,Havering,Metalwork & Fabrication,3455,2,5,87.9
E09000017,Hillingdon,Metalwork & Fabrication,3440,2,6,84.8
E09000007,Camden,Metalwork & Fabrication,3185,2,7,81.8
E09000026,Redbridge,Metalwork & Fabrication,3155,2,8,78.8
E09000006,Bromley,Metalwork & Fabrication,3105,2,9,75.8
E09000005,Brent,Metalwork & Fabrication,3050,2,10,72.7
E09000015,Harrow,Metalwork & Fabrication,2875,2,11,69.7
E09000008,Croydon,Metalwork & Fabrication,2865,2,12,66.7
E09000025,Newham,Metalwork & Fabrication,2800,2,13,63.6
E09000031,Waltham Forest,Metalwork & Fabrication,2765,2,14,60.6
E09000012,Hackney,Metalwork & Fabrication,2550,2,15,57.6
E09000004,Bexley,Metalwork & Fabrication,2540,2,16,54.5
E09000002,Barking and Dagenham,Metalwork & Fabrication,2425,2,17,51.5
E09000019,Islington,Metalwork & Fabrication,2315,2,18,48.5
E09000018,Hounslow,Metalwork & Fabrication,2205,2,19,45.5
E09000029,Sutton,Metalwork & Fabrication,2105,2,20,42.4
E09000014,Haringey,Metalwork & Fabrication,2075,2,21,39.4
E09000024,Merton,Metalwork & Fabrication,2050,2,22,36.4
E09000011,Greenwich,Metalwork & Fabrication,1890,2,23,33.3
E09000001,City of London,Metalwork & Fabrication,1825,2,24,30.3
E09000028,Southwark,Metalwork & Fabrication,1680,2,25,27.3
E09000030,Tower Hamlets,Metalwork & Fabrication,1665,2,26,24.2
E09000032,Wandsworth,Metalwork & Fabrication,1650,2,27,21.2
E09000022,Lambeth,Metalwork & Fabrication,1510,2,28,18.2
E09000023,Lewisham,Metalwork & Fabrication,1375,2,29,15.2
E09000021,Kingston upon Thames,Metalwork & Fabrication,1355,2,30,12.1
E09000027,Richmond upon Thames,Metalwork & Fabrication,1255,2,31,9.1
E09000013,Hammersmith and Fulham,Metalwork & Fabrication,1225,2,32,6.1
E09000020,Kensington and Chelsea,Metalwork & Fabrication,1145,2,33,3.0
E09000033,Westminster,Nail Services,5495,1,1,100.0
E09000007,Camden,Nail Services,3760,1,2,97.0
E09000019,Islington,Nail Services,2150,1,3,93.9
E09000012,Hackney,Nail Services,2055,1,4,90.9
E09000003,Barnet,Nail Services,1825,1,5,87.9
E09000028,Southwark,Nail Services,1685,1,6,84.8
E09000032,Wandsworth,Nail Services,1575,1,7,81.8
E09000030,Tower Hamlets,Nail Services,1500,1,8,78.8
E09000022,Lambeth,Nail Services,1480,1,9,75.8
E09000014,Haringey,Nail Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Nail Services,1400,1,11,69.7
E09000009,Ealing,Nail Services,1350,1,12,66.7
E09000006,Bromley,Nail Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Nail Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Nail Services,1255,1,15,57.6
E09000005,Brent,Nail Services,1230,1,16,54.5
E09000008,Croydon,Nail Services,1180,1,17,51.5
E09000023,Lewisham,Nail Services,1175,1,18,48.5
E09000010,Enfield,Nail Services,1160,1,19,45.5
E09000001,City of London,Nail Services,1095,1,20,42.4
E09000031,Waltham Forest,Nail Services,1070,1,21,39.4
E09000011,Greenwich,Nail Services,980,1,22,36.4
E09000025,Newham,Nail Services,975,1,23,33.3
E09000018,Hounslow,Nail Services,965,1,24,30.3
E09000017,Hillingdon,Nail Services,950,1,25,27.3
E09000026,Redbridge,Nail Services,895,1,26,24.2
E09000015,Harrow,Nail Services,865,1,27,21.2
E09000024,Merton,Nail Services,825,1,28,18.2
E09000016,Havering,Nail Services,735,1,29,15.2
E09000021,Kingston upon Thames,Nail Services,670,1,30,12.1
E09000029,Sutton,Nail Services,620,1,31,9.1
E09000004,Bexley,Nail Services,615,1,32,6.1
E09000002,Barking and Dagenham,Nail Services,445,1,33,3.0
E09000003,Barnet,Painting & Decorating,3795,1,1,100.0
E09000033,Westminster,Painting & Decorating,3325,1,2,97.0
E09000016,Havering,Painting & Decorating,3020,1,3,93.9
E09000010,Enfield,Painting & Decorating,2860,1,4,90.9
E09000017,Hillingdon,Painting & Decorating,2815,1,5,87.9
E09000009,Ealing,Painting & Decorating,2745,1,6,84.8
E09000026,Redbridge,Painting & Decorating,2735,1,7,81.8
E09000006,Bromley,Painting & Decorating,2605,1,8,78.8
E09000015,Harrow,Painting & Decorating,2550,1,9,75.8
E09000005,Brent,Painting & Decorating,2475,1,10,72.7
E09000008,Croydon,Painting & Decorating,2420,1,11,69.7
E09000025,Newham,Painting & Decorating,2325,1,12,66.7
E09000031,Waltham Forest,Painting & Decorating,2245,1,13,63.6
E09000004,Bexley,Painting & Decorating,2125,1,14,60.6
E09000007,Camden,Painting & Decorating,2090,1,15,57.6
E09000002,Barking and Dagenham,Painting & Decorating,2055,1,16,54.5
E09000029,Sutton,Painting & Decorating,1820,1,17,51.5
E09000018,Hounslow,Painting & Decorating,1775,1,18,48.5
E09000012,Hackney,Painting & Decorating,1730,1,19,45.5
E09000024,Merton,Painting & Decorating,1675,1,20,42.4
E09000014,Haringey,Painting & Decorating,1545,1,21,39.4
E09000019,Islington,Painting & Decorating,1530,1,22,36.4
E09000011,Greenwich,Painting & Decorating,1495,1,23,33.3
E09000032,Wandsworth,Painting & Decorating,1205,1,24,30.3
E09000030,Tower Hamlets,Painting & Decorating,1095,1,25,27.3
E09000022,Lambeth,Painting & Decorating,1090,1,26,24.2
E09000023,Lewisham,Painting & Decorating,1080,1,27,21.2
E09000021,Kingston upon Thames,Painting & Decorating,1060,1,28,18.2
E09000028,Southwark,Painting & Decorating,1050,1,29,15.2
E09000027,Richmond upon Thames,Painting & Decorating,960,1,30,12.1
E09000001,City of London,Painting & Decorating,905,1,31,9.1
E09000013,Hammersmith and Fulham,Painting & Decorating,845,1,32,6.1
E09000020,Kensington and Chelsea,Painting & Decorating,835,1,33,3.0
E09000003,Barnet,"Painting, Decorating & Wall Finishes",3795,1,1,100.0
E09000033,Westminster,"Painting, Decorating & Wall Finishes",3325,1,2,97.0
E09000016,Havering,"Painting, Decorating & Wall Finishes",3020,1,3,93.9
E09000010,Enfield,"Painting, Decorating & Wall Finishes",2860,1,4,90.9
E09000017,Hillingdon,"Painting, Decorating & Wall Finishes",2815,1,5,87.9
E09000009,Ealing,"Painting, Decorating & Wall Finishes",2745,1,6,84.8
E09000026,Redbridge,"Painting, Decorating & Wall Finishes",2735,1,7,81.8
E09000006,Bromley,"Painting, Decorating & Wall Finishes",2605,1,8,78.8
E09000015,Harrow,"Painting, Decorating & Wall Finishes",2550,1,9,75.8
E09000005,Brent,"Painting, Decorating & Wall Finishes",2475,1,10,72.7
E09000008,Croydon,"Painting, Decorating & Wall Finishes",2420,1,11,69.7
E09000025,Newham,"Painting, Decorating & Wall Finishes",2325,1,12,66.7
E09000031,Waltham Forest,"Painting, Decorating & Wall Finishes",2245,1,13,63.6
E09000004,Bexley,"Painting, Decorating & Wall Finishes",2125,1,14,60.6
E09000007,Camden,"Painting, Decorating & Wall Finishes",2090,1,15,57.6
E09000002,Barking and Dagenham,"Painting, Decorating & Wall Finishes",2055,1,16,54.5
E09000029,Sutton,"Painting, Decorating & Wall Finishes",1820,1,17,51.5
E09000018,Hounslow,"Painting, Decorating & Wall Finishes",1775,1,18,48.5
E09000012,Hackney,"Painting, Decorating & Wall Finishes",1730,1,19,45.5
E09000024,Merton,"Painting, Decorating & Wall Finishes",1675,1,20,42.4
E09000014,Haringey,"Painting, Decorating & Wall Finishes",1545,1,21,39.4
E09000019,Islington,"Painting, Decorating & Wall Finishes",1530,1,22,36.4
E09000011,Greenwich,"Painting, Decorating & Wall Finishes",1495,1,23,33.3
E09000032,Wandsworth,"Painting, Decorating & Wall Finishes",1205,1,24,30.3
E09000030,Tower Hamlets,"Painting, Decorating & Wall Finishes",1095,1,25,27.3
E09000022,Lambeth,"Painting, Decorating & Wall Finishes",1090,1,26,24.2
E09000023,Lewisham,"Painting, Decorating & Wall Finishes",1080,1,27,21.2
E09000021,Kingston upon Thames,"Painting, Decorating & Wall Finishes",1060,1,28,18.2
E09000028,Southwark,"Painting, Decorating & Wall Finishes",1050,1,29,15.2
E09000027,Richmond upon Thames,"Painting, Decorating & Wall Finishes",960,1,30,12.1
E09000001,City of London,"Painting, Decorating & Wall Finishes",905,1,31,9.1
E09000013,Hammersmith and Fulham,"Painting, Decorating & Wall Finishes",845,1,32,6.1
E09000020,Kensington and Chelsea,"Painting, Decorating & Wall Finishes",835,1,33,3.0
E09000033,Westminster,Pest & Bird Control,6975,1,1,100.0
E09000007,Camden,Pest & Bird Control,3855,1,2,97.0
E09000001,City of London,Pest & Bird Control,3520,1,3,93.9
E09000019,Islington,Pest & Bird Control,2490,1,4,90.9
E09000012,Hackney,Pest & Bird Control,2445,1,5,87.9
E09000003,Barnet,Pest & Bird Control,2285,1,6,84.8
E09000030,Tower Hamlets,Pest & Bird Control,1950,1,7,81.8
E09000028,Southwark,Pest & Bird Control,1815,1,8,78.8
E09000032,Wandsworth,Pest & Bird Control,1670,1,9,75.8
E09000020,Kensington and Chelsea,Pest & Bird Control,1590,1,10,72.7
E09000009,Ealing,Pest & Bird Control,1555,1,11,68.2
E09000022,Lambeth,Pest & Bird Control,1555,1,11,68.2
E09000006,Bromley,Pest & Bird Control,1545,1,12,63.6
E09000010,Enfield,Pest & Bird Control,1535,1,13,60.6
E09000013,Hammersmith and Fulham,Pest & Bird Control,1485,1,14,57.6
E09000025,Newham,Pest & Bird Control,1450,1,15,54.5
E09000026,Redbridge,Pest & Bird Control,1445,1,16,51.5
E09000017,Hillingdon,Pest & Bird Control,1435,1,17,48.5
